chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
22,A,,,,,"22.A General. This Section establishes safety requirements for the construction, operation, maintenance and use of work platforms and scaffolding used in construction alteration, demolition, operations and maintenance of buildings and other structures. It does not apply to permanently installed scaffolds or platforms.",True,False
22,A,1.0,,,,"22.A.01 Scaffolding and work platforms shall be erected, used, inspected, tested, maintained, and repaired in accordance with:",True,False
22,A,1.0,a,,,"a. For non-mechanized equipment - ANSI A10.8, Scaffolding Safety Requirements, or the Scaffolding, Shoring, and Forming Institute’s Code of Safe Practices, and the manufacturer’s operating manual.",False,False
22,A,1.0,b,,,"b. For mechanized equipment - the manufacturer’s operating manual, a copy of the manual shall be available at the work site.",False,False
22,A,2.0,,,,22.A.02 Work platforms and scaffolding shall comply with fall protection (FP) and appropriate access requirements of Sections 21 and 24.,True,False
22,A,2.0,a,,,a. All requirements of this Section shall be applied to work platforms and means of access.,False,False
22,A,2.0,b,,,b. Standard railings and handrails for stairs shall be in compliance with the requirements of Sections 24.C and 24.E.,True,False
22,A,2.0,c,,,c. Standard guardrails shall be in compliance with Section 21.F.01.,True,False
22,A,2.0,c,1.0,,(1) Cross bracing is acceptable in place of a midrail when the crossing point of two braces is between 20 in (0.5 m) and 30 in (0.8 m) above the work platform.,False,False
22,A,2.0,c,2.0,,(2) Cross bracing is acceptable as a toprail when the crossing point of two braces is between 38 in (0.97 m) and 48 in (1.3 m) above the work platform.,False,False
22,A,2.0,c,3.0,,(3) The end points at each upright shall be no more than 48 in (1.3 m) apart.,False,False
22,A,2.0,c,4.0,,(4) Cross bracing shall not be used for both a midrail and top rail.,False,False
22,A,2.0,d,,,d. Personal FP devices shall be in compliance with Section 21.I;,True,False
22,A,2.0,e,,,e. Safety (FP) nets shall be in compliance with the requirements of Section 21.H.,True,False
22,A,2.0,f,,,f. Ladders used to access scaffolds and work platforms shall be in compliance with the requirements of this Section and Section 24.B.,True,False
22,A,3.0,,,,"22.A.03 Prior to commencing any activity that requires work in elevated areas, all provisions for access and fall protection shall be delineated in the Site-Specific Fall Protection and Prevention Plan and Activity Hazard Analysis (AHA), per Section 21.D, and accepted by the GDA for the activity. For specific guidance related to erecting and disassembling scaffolds, see Section 21.K.",True,False
22,A,4.0,,,,22.A.04 The following hierarchy and prohibitions shall be followed in selecting appropriate work platforms.,True,False
22,A,4.0,a,,,"a. Scaffolds, platforms, or temporary floors shall be provided for all work except that which can be performed safely from the ground or similar footing.",False,False
22,A,4.0,b,,,b. Ladders may be used as work platforms only when allowed by Section 24.B.,True,False
22,A,4.0,c,,,"c. Ladder jacks, lean-to, and prop-scaffolds are prohibited.",False,False
22,A,4.0,d,,,d. Emergency descent devices shall not be used as working platforms.,False,False
22,A,5.0,,,,"22.A.05 Work platforms and scaffolds shall not be erected or used in the immediate vicinity of power lines or electrical conductors until such are insulated, de-energized, or otherwise rendered safe against accidental contact.  >See Section 11.F.",True,False
22,B,,,,,22.B Scaffolds (excludes Elevating Aerial Work Platforms). >See Section 22.L.,True,False
22,B,1.0,,,,"22.B.01 An AHA shall be prepared by the contractor performing the work and submitted to the GDA prior to erection. The AHA will address all of the following elements, if applicable. If not applicable, reasoning shall be provided.",True,False
22,B,1.0,a,,,"a. Site conditions (ground conditions, overhead utilities, etc.);",False,False
22,B,1.0,b,,,b. Identity of specific type of scaffolding to be used;,False,False
22,B,1.0,c,,,"c. Scaffold dimensions to include height, width, depth and length;",False,False
22,B,1.0,d,,,d. Load calculation for the anticipated work load and wind loading;,False,False
22,B,1.0,e,,,"e. The name of the Competent Person (CP) for Scaffolding, and",False,False
22,B,1.0,f,,,f. The method of marking or barricading to be used per 22.B.21.,True,False
22,B,2.0,,,,"22.B.02 Erection, moving, dismantling, or altering of scaffolding shall be under the supervision of a CP for Scaffolding.",True,False
22,B,2.0,a,,,"a. A CP for scaffolding must have a documented, minimum of 8-hours of scaffold training to include training on the specific type of scaffold being used (e.g. Mast-Climbing, Adjustable, Tubular Frame, etc.).",False,False
22,B,2.0,b,,,b. The training must include:,False,False
22,B,2.0,b,1.0,,(1) Assessment of the base material the scaffold will be erected upon;,False,False
22,B,2.0,b,2.0,,(2) Load calculations for materials and personnel;,False,False
22,B,2.0,b,3.0,,"(3) Erection and dismantling; or,",False,False
22,B,2.0,b,4.0,,(4) Training must meet the training requirements in the applicable ANSI standard.   >See Section 21.B.04.,True,False
22,B,3.0,,,,"22.B.03 When scaffolding is in use, they will be inspected daily by the CP, prior to each shift. The inspection will be recorded on the daily safety inspection required by Section 01.A.13 and on the scaffold tag.",True,False
22,B,4.0,,,,22.B.04 Scaffolding that has been hoisted after configuration or assembly shall be re-inspected by a CP before initial use and again after each hoisting. This inspection will be documented on the scaffold inspection tag.,True,False
22,B,5.0,,,,22.B.05 A scaffold tagging system shall be used. All scaffolds are tagged by the CP. Tags shall:,True,False
22,B,5.0,a,,,a. Include name and signature of the CP;,False,False
22,B,5.0,b,,,b. Include dates of initial and all daily inspections;,False,False
22,B,5.0,c,,,"c. Be readily visible, legible, and made from materials that will withstand the elements;",False,False
22,B,5.0,d,,,d. Include wording that states one of the following:,False,False
22,B,5.0,d,1.0,,(1) Scaffold is complete and safe to use;,False,False
22,B,5.0,d,2.0,,"(2) Scaffold is incomplete, not ready for use and reasoning, or",False,False
22,B,5.0,d,3.0,,(3) Scaffold is incomplete and unsafe to use.,False,False
22,B,6.0,,,,"22.B.06 Anyone involved in erecting, disassembling, moving, operating, using, repairing, maintaining or inspecting a scaffold shall be trained by a CP to recognize any hazards associated with the work in question. Proof of training shall be maintained on site and made available to the GDA upon request.",True,False
22,B,7.0,,,,"22.B.07 Where persons are required to work or pass under a scaffold, a screen (consisting of No. 18 gauge US Standard wire ½ in (1.2 cm) mesh or the equivalent) shall be provided between the toeboard and the guardrail and extending over the entire opening; or access to the potential impact area below shall be restricted.",True,False
22,B,8.0,,,,22.B.08 Capacities.,True,False
22,B,8.0,a,,,a. Scaffolds and their components shall meet the requirements contained in ANSI A10.8 or other applicable ANSI standard and be capable of supporting without failure at least 4 times the maximum anticipated load.,False,False
22,B,8.0,b,,,"b. Direct connections to roofs and floors, and counterweights used to balance adjustable suspension scaffolds, shall be capable of resisting at least 4 times the tipping moment imposed by the scaffold operating at the rated load of the hoist, or 1.5 times (minimum) the tipping moment imposed by the scaffold operating at the stall load of the hoist, whichever is greater.",False,False
22,B,9.0,,,,22.B.09 Design.,True,False
22,B,9.0,a,,,a. The dimensions of the members and materials used in the construction of various working platforms or scaffolds shall conform to the sizes shown in the ANSI A10.8 tables.,False,False
22,B,9.0,b,,,"b. Factory-fabricated scaffolds and components shall be designed and fabricated in accordance with the applicable ANSI standard. When there is a conflict between the ANSI standard and this manual concerning the design or fabrication of factory-fabricated scaffolds, the ANSI standard shall prevail.",False,False
22,B,9.0,c,,,"c. Load-carrying timber members shall be a minimum of 1,500 lb-f/in2 (10,342kPa) (stress grade) construction grade lumber.",False,False
22,B,9.0,c,1.0,,"(1) All dimensions are nominal sizes (except where rough sizes are noted) as provided by Voluntary Product Standard DOC PS20, published by NIST of the US Department of Commerce.",False,False
22,B,9.0,c,2.0,,"(2) Where rough sizes are noted, only rough or undressed lumber of the size specified will satisfy minimum requirements.",False,False
22,B,9.0,c,3.0,,"(3) Lumber shall be reasonably straight-grained and free of shakes, checks, splits, cross grains, unsound knots or knots in groups, decay and growth characteristics, or any other condition that will decrease the strength of the material.  > For planking, see Section 22.B.15.",True,False
22,B,9.0,d,,,"d. When scaffolds are wrapped with tarps, poly enclosures, or similar materials; wind calculations will be calculated by a Qualified Person (QP) to determine the strength and placement of the ties.",False,False
22,B,10.0,,,,22.B.10 Supporting members and foundations shall be of sufficient size and strength to safely distribute loading.,True,False
22,B,10.0,a,,,"a. Supporting members shall be placed on a firm, smooth foundation that will prevent lateral displacement.",False,False
22,B,10.0,b,,,"b. Unstable objects such as barrels, boxes, loose bricks, or concrete blocks shall not be used as supports.",False,False
