chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
25,A,,,,,25.A General. The requirements of this Section are applicable to all Government and contractor work forces when their employees are performing excavation or trenching activities.,True,False
25,A,1.0,,,,"25.A.01 Excavation/Trenching Plan. An Excavation/ Trenching Plan and/or Activity Hazard Analysis (AHA) will be prepared by the Competent Person (CP) for Excavation or a Registered Professional Engineer (RPE), submitted and accepted by the GDA prior to beginning operations.",True,False
25,A,1.0,a,,,"a.	For excavations or trenches greater than 5 ft (1.5 m) in depth, both an Excavation/Trenching plan and AHA are required;",False,False
25,A,1.0,b,,,"b.	For excavations/trenches less than 5 ft (1.5 m) in depth, or made entirely in stable rock, an AHA is required (See Sections 1 and 25.A.01.a) and the Excavation/Trenching plan is optional;",True,False
25,A,1.0,c,,,"c. The Excavation/Trenching Plan shall include, at a minimum;",False,False
25,A,1.0,c,1.0,,(1)  Activity Hazard Analysis (AHA). The AHA shall include required information per Section 1 and in addition:,False,False
25,A,1.0,c,1.0,a,"(a)	For all piping activities, include workers’ increased exposure during connection activities (i.e. bent over, kneeling);",False,False
25,A,1.0,c,1.0,b,(b)	Methods and locations for egress;,False,False
25,A,1.0,c,1.0,c,(c)	Identification and credentials of the CP for Excavation;,False,False
25,A,1.0,c,1.0,d,(d)	Documentation that examination of the ground by the CP provides no indication of a potential cave-in.,False,False
25,A,1.0,c,2.0,,(2) Rescue plan and procedures (See Section 25.B.02). A rescue plan shall be prepared and maintained when workers are working at depths in excess of 5 ft (1.5 m);,True,False
25,A,1.0,c,3.0,,"(3) Diagram or sketch of the area where the work is to be done, with adjacent and nearby structures shown;",False,False
25,A,1.0,c,4.0,,(4) Projected maximum depth of the excavation;,False,False
25,A,1.0,c,5.0,,(5) Projected soil type and method of testing to determine soil type;,False,False
25,A,1.0,c,6.0,,"(6) Planned method of shoring, sloping and/or benching;",False,False
25,A,1.0,c,7.0,,"(7) Planned method for confined space entry, trench access and egress and atmospheric monitoring processes;",False,False
25,A,1.0,c,8.0,,(8) Location of utility shut offs (if required);,False,False
25,A,1.0,c,9.0,,"(9) Proposed methods for preventing damage to overhead utility lines, trees designated to remain, and other man-made facilities or natural features designated to remain within or adjacent to the construction rights-of-way;",False,False
25,A,1.0,c,10.0,,(10) Plan for management of excavated soil/asphalt/concrete;,False,False
25,A,1.0,c,11.0,,(11)	Plan for traffic control;,False,False
25,A,1.0,c,12.0,,"(12)	Digging permits (Excavation permits). All underground lines/utilities (communication lines, water, fuel, electric lines) shall be located and protected from damage or displacement.",False,False
25,A,1.0,c,12.0,a,"(a)	Utility companies and other responsible authorities shall be contacted to locate and mark the locations and, if they so desire, direct or assist with protecting the underground installations.",False,False
25,A,1.0,c,12.0,b,(b)	The Contractor shall obtain a “Digging Permit” (excavation permit) from Base Civil Engineers or other authority having jurisdiction prior the initiation of any excavation work. Requests for the permits will be processed through the GDA.,False,False
25,A,1.0,c,13.0,,"(13)	Certification of UXO clearance. Where excavations are to be performed in areas known or suspected to contain explosives, unexploded munitions, or military ordnance, surface and subsurface clearance by qualified explosive ordnance disposal (EOD) personnel shall be accomplished prior to excavation work;",False,False
25,A,1.0,c,14.0,,"(14)	For Cofferdams: Controlled flooding plan, fall protection, access/egress and evacuation procedures.",False,False
25,A,2.0,,,,25.A.02 Excavation Testing and Documentation. > See Table 25-1.,True,False
25,A,2.0,a,,,"a.	When workers will be in or around an excavation, a CP for Excavation shall inspect the excavation, the adjacent areas, and protective systems daily. Inspections shall also be completed:  before each work shift, throughout the work shifts as dictated by the work being done; after every rainstorm; when fissures, tension cracks, sloughing, undercutting, water seepage, bulging at the bottom or similar conditions occur; when there is a change in size, location or placement of the spoil pile; where there is any indication or change in adjacent structures; and after other events that could increase hazards (e.g., snowstorm, windstorm, thaw, earthquake, etc.).",False,False
25,A,2.0,b,,,b.	The CP shall be able to demonstrate:,False,False
25,A,2.0,b,1.0,,"(1)	Training, experience, and knowledge of soil analysis, use of protective systems, and requirements of this Section and 29 CFR 1926 Subpart P;",False,False
25,A,2.0,b,2.0,,"(2)	Ability to detect conditions that could result in cave-ins, failures in protective systems, hazardous atmospheres, and other hazards including those associated with confined spaces; and",False,False
25,A,2.0,b,3.0,,(3)	The authority to take prompt corrective measures to eliminate existing and predictable hazards and stop work when required.,False,False
25,A,2.0,c,,,"c. When persons for the purpose of inspection/testing will be in or around an excavation that is between 6 ft (1.8 m) and 20 ft (6.1 m) deep, that has vertical face leading edge fall exposure (sides have not been laid back), or that contains hazards (e.g., impalement hazards, hazardous substances), they shall be provided with fall protection per Section 21. >Exception: The Designated CP for Excavation may exempt the use of fall protection for inspectors/supervisors provided those individuals are not exposed to hazards within 24 in (0.6 m) of edges, the excavation contains no additional hazards and the individual(s) stay a minimum of 24 in (0.6 m) from the excavation’s edge.",False,False
25,A,2.0,d,,,"d.	Testing for soil classification shall be of an approved method: pocket penetrometer, plasticity/ wet thread test or visual test and shall be conducted at a minimum of once prior to the start of each work shift or, if conditions warrant, as described in Section 25.A.02.a.",True,False
25,A,2.0,e,,,"e.	 All testing for soil classification shall be determined by the CP, documented, and maintained for the life of the project (i.e., QC daily reports, excavation inspection log, etc.). > See Table 25-1.",False,False
25,A,2.0,f,,,"f.	If evidence of a situation that could result in possible cave-ins, slides, failure of protective systems, hazardous atmospheres, or other hazardous condition is identified, exposed workers shall be removed from the hazard and all work in the excavation stopped until all necessary safety precautions have been implemented.",False,False
25,A,2.0,g,,,"g.	In locations where oxygen deficiency or gaseous conditions are known or suspected, in excavations 4 ft (1.2 m) or greater in depth, air in the excavation shall be tested prior to the start of each shift or more often if directed by the GDA. A log of all test results shall be maintained at the work site. > See Sections 5 and 6.",False,False
25,A,3.0,,,,25.A.03 Protective systems. Protective systems shall have the capacity to resist without failure all loads that are intended or could reasonably be expected to be applied or transmitted to the system.,True,False
25,A,3.0,a,,,"a.	The sides of all excavations in which employees are exposed to danger from moving ground shall be guarded by a support system, sloping or benching of the ground, or other equivalent means.",False,False
25,A,3.0,b,,,"b.	Excavations less than 5 ft (1.5 m) in depth and which a CP examines, determines and documents that there is no potential for cave-in do not require protective systems, however, a fixed means of egress shall be provided.",False,False
