chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
29,A,,,,,"29.A General. This section applies to blasting activities performed by DA civilians or under DA contract with the use of commercial explosives on non-military lands/installations. For all other blasting activities, see Section 01.G.",True,False
29,A,1.0,,,,29.A.01 Prerequisites.,True,False
29,A,1.0,a,,,"a. An Explosives Safety Site Plan (ESSP), approved by DoD Explosives Safety Board (DDESB), IAW DA Pam 385-64 and DA Pam 385-65, is required prior to the placement of explosives on site or the start of explosives-related operations.",False,False
29,A,1.0,b,,,b. Permission in writing shall be obtained from the GDA before explosive materials are brought onto the job site. Periodic replenishment of approved supplies does not require written approval.,False,False
29,A,1.0,c,,,"c. A Blasting Plan shall be developed by the contractor, submitted and accepted by the GDA prior to the placement of explosives on site or the start of any explosives-related operations. As a minimum, it shall include the following:",False,False
29,A,1.0,c,1.0,,"(1) List the names, qualifications, and responsibilities of personnel involved with explosives;",False,False
29,A,1.0,c,2.0,,"(2) The Contractor's requirements for handling, transportation, and storage of explosives; employee training programs and certifications; types of explosives; schedule of activities and loading procedures; detailed blasting schedule; explosives transportation route; safety signals methods and locations; danger area clearance; methods for securing the site; seismograph, vibration and damage control; test shots, post-blast inspection and misfire procedures; provisions for disposal of explosives, blasting agents, unused and associated material; and post-blast ventilation requirements;",False,False
29,A,1.0,c,3.0,,"(3) Public relations requirements before and after blasting (e.g. community communication, protection of structures and personnel).",False,False
29,A,2.0,,,,"29.A.02 The transporting, handling, storage, and use of explosives, blasting agents, and blasting equipment shall be directed and supervised by a person of proven experience and ability in blasting operations in accordance with ANSI A10.7; 29 CFR 1910.109; 29 CFR 1926, Subpart U; 27 CFR 555; the manufacturers, the Institute of Makers of Explosives (IME), and, where applicable, DoD 6055.9M.",True,False
29,A,3.0,,,,29.A.03 All persons working with explosives shall be in good physical condition and be able to understand and give written and verbal orders.,True,False
29,A,4.0,,,,29.A.04 Warning signs shall be provided at points of access to blasting area.,True,False
29,A,5.0,,,,29.A.05 Operations involving the handling or use of explosive materials shall be discontinued and personnel moved to a safe area during the approach or progress of a thunderstorm or dust storm; controls will be established to prevent accidental discharge of electric blasting caps from extraneous electricity.,True,False
29,A,6.0,,,,"29.A.06  Blasting operations near overhead power lines, communications lines, utility services, or other structures shall not be carried on until the operators and/or owners have been notified and measures for safe control have been taken.",True,False
29,A,7.0,,,,29.A.07 All loading and firing shall be directed and supervised by one designated person.,True,False
29,A,8.0,,,,29.A.08 A positive system to detect and measure the probability of lightning or massive static electrical discharges shall be used.,True,False
