chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
27,A,,,,,"27.A General. The fall protection threshold height requirement is 6 ft (1.8 m) for ALL work covered by this Section, unless specified differently below, whether performed by Government or Contractor work forces, to include residential (wood) construction and scaffolding work. > See Section 21.",True,False
27,A,1.0,,,,"27.A.01 Construction loads shall not be placed on a structure or portion of a structure unless the employer determines, based on information from a person who is qualified in structural design, that the structure or portion of the structure is capable of supporting the loads.",True,False
27,A,2.0,,,,"27.A.02 Employees shall not be permitted to work above or in positions exposed to protruding reinforcing steel, fasteners, or other impalement hazards unless provisions have been made to control the hazard.",True,False
27,A,3.0,,,,27.A.03 Working under loads.,True,False
27,A,3.0,a,,,"a. No employee shall be permitted to work under concrete buckets, bundled material loads, or other suspended loads.",False,False
27,A,3.0,b,,,"b. Elevated concrete buckets and loads shall be routed, to the extent practical, to minimize the exposure of workers to hazards associated with falling loads or materials from the loads. Vibrator crews shall be kept out from under concrete buckets suspended from cranes of cableways.",False,False
27,A,3.0,c,,,c. Riding on concrete buckets or other suspended loads shall be prohibited.,False,False
27,A,4.0,,,,"27.A.04 Based on hazard evaluations conducted by supervisors, employers shall identify and select, and each affected employee shall use, personal protective equipment (PPE) and safety equipment that will provide appropriate protection for the work being performed. All PPE (i.e., for eyes, face, head and extremities, protective clothing, respiratory devices and protective shields and barriers) shall be provided, used, and maintained in a sanitary and reliable condition whenever the hazard dictates. > See 29 CFR 1910.132.",True,False
27,B,,,,,27.B Concrete.,True,False
27,B,1.0,,,,27.B.01 Equipment.,True,False
27,B,1.0,a,,,"a. Bulk storage bins, containers, or silos shall have conical or tapered bottoms with mechanical or pneumatic means of starting the flow of material.",False,False
27,B,1.0,b,,,b. Concrete mixers equipped with 1 yd3 (0.8 m3) or larger loading skip shall be equipped with a mechanical device to clear the skip of material and shall have guardrails installed on each side of the skip.,False,False
27,B,1.0,c,,,c. Handles on bull floats used where they may contact energized electrical conductors shall be constructed of nonconductive material or insulated with a nonconductive sheath whose electrical and mechanical characteristics provide equivalent protection.,False,False
27,B,1.0,d,,,d. Powered and rotating concrete troweling machines that are manually guided shall be equipped with a control switch that will automatically shut off the power whenever the operator removes his/her hands from the equipment handles.,False,False
27,B,1.0,e,,,e. Concrete pumping systems using discharge pipes shall be provided with pipe supports designed for 100% overload.,False,False
27,B,1.0,f,,,f. Handles of concrete buggies shall not extend beyond the wheels on either side of the buggy.,False,False
27,B,1.0,g,,,g. Concrete buckets equipped with hydraulic or pneumatically operated gates shall have positive safety latches or similar safety devices installed to prevent premature or accidental dumping. The buckets shall be designed to prevent material from accumulating on the top and sides of the bucket.,False,False
27,B,1.0,h,,,h. Sections of tremies and similar concrete conveyances shall be secured with wire rope (or equivalent material) in addition to the regular couplings or connections.,False,False
27,B,2.0,,,,"27.B.02 Structural and reinforcing steel for walls, piers, columns, and similar vertical structures shall be supported and/or guyed to prevent overturning or collapse. Support systems for reinforcing steel that are independent of other form or shoring support systems shall be designed by a Registered Professional Engineer (RPE).",True,False
27,B,2.0,a,,,a. Connections of equipment used in plumbing-up shall be secured.,False,False
27,B,2.0,b,,,b. The turnbuckles shall be secured to prevent unwinding while under stress.,False,False
27,B,2.0,c,,,c. Plumbing-up guys and related equipment shall be placed so that employees can get at the connection points.,False,False
27,B,2.0,d,,,d. Plumbing-up guys shall be removed only under the supervision of a Competent Person (CP).,False,False
27,B,2.0,e,,,e. Measures shall be taken to prevent unrolled wire mesh from recoiling.,False,False
27,B,3.0,,,,27.B.03 Post-tensioning operations.,True,False
