chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
1,A,,,,,"01.A General. This Section provides the overall programmatic guidance for developing, managing and implementing a safety and occupational health (SOH) program.",True,False
1,A,1.0,,,,"01.A.01 No person shall be required, instructed or allowed to work in surroundings or under conditions that are unsafe or dangerous to his or her health.",True,False
1,A,2.0,,,,"01.A.02 The employer is responsible for initiating and maintaining a SOH program that complies with the US Army Corps of Engineers (USACE) SOH requirements. Note 1: Supplementation of this manual is not authorized except as published by the HQUSACE SOH Office. Note 2: Local USACE Commands may develop Standard Operating Procedures (SOPs) to implement the provisions contained within this manual, but may not implement new requirements (e.g., more stringent, differing in intent, etc.), without the specific approval of HQUSACE-SO.",True,False
1,A,3.0,,,,"01.A.03 Each employee is responsible for complying with applicable SOH requirements, wearing prescribed SOH equipment, reporting unsafe conditions or activities, preventing avoidable mishaps, and working in a safe manner.",True,False
1,A,4.0,,,,"01.A.04 Supervisors shall remove employees from exposure to work hazards, or the work site when they are observed acting in an unsafe manner, or otherwise pose a potential SOH threat to themselves or others. Employees may return to the work environment after appropriate supervisory action has occurred (i.e., re-training on proper safe procedures, etc.).",True,False
1,A,5.0,,,,"01.A.05 SOH programs, documents, signs, and tags shall be communicated to employees in a language that they understand.",True,False
1,A,6.0,,,,"01.A.06 Worksites with non-English speaking workers shall have a person(s), fluent in the language(s) spoken as well as English, on-site when work or training is being performed, to interpret and translate as needed.",True,False
1,A,7.0,,,,"01.A.07 SOH Bulletin Board. The Contractor or USACE Project shall erect and maintain a SOH bulletin board in a commonly accessed area in clear view of the on-site workers. The bulletin board shall be continually maintained and updated and placed in a location that is protected against the elements and unauthorized removal. It shall contain, at minimum, the following SOH information:",True,False
1,A,7.0,a,,,a. A map denoting the route to the nearest emergency care facility;,False,False
1,A,7.0,b,,,b. Emergency phone numbers;,False,False
