chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
30,A,,,,,"30.A General. All USACE diving operations, both government and contractor shall be performed in accordance with this manual. Failure to meet these requirements will be cause for rejection or cessation of operations.",True,False
30,A,1.0,,,,"30.A.01 Unless otherwise delegated in this section, requests for waivers or variance to the requirements of this section must be made in accordance with Appendix D of this manual through the local Designated Dive Coordinator (DDC) or the Alternate Dive Coordinator (ADC) acting on their behalf.",True,False
30,A,2.0,,,,"30.A.02 Diving shall not be used as a work method if the work objective can be more safely and efficiently accomplished by another means, including but not limited to, using Remotely Operated Vehicles (ROV’s), and/or camera systems, or by dewatering the work area so work may be accomplished in the dry.",True,False
30,A,3.0,,,,30.A.03 Surface-Supplied Air (SSA) shall be used whenever possible in accordance with the practical constraints of the diving operations.,True,False
30,A,4.0,,,,30.A.04 Live boating will not be used without prior specific acceptance by the DDC.,True,False
30,A,5.0,,,,"30.A.05 Training documentation shall be in compliance with the OSHA Diving Standards 29 CFR 1910.410 and shall show that dive team members, including dive tenders, have successfully completed training to the appropriate level (e.g., SSA diver’s certificate, surface supplied mixed-gas diver certificate). Copies of all dive-related training certificates are required. Such training shall be provided by:",True,False
30,A,5.0,a,,,"a. A commercial diving school, military school, Federal school (e.g., USACE), or an Association of Commercial Diving Educators (ACDE) accredited school;",False,False
30,A,5.0,b,,,"b. An in-house training program that meets the requirements contained in ANSI/ACDE­01, or in the Association of Diving Contractors International (ADCI) Consensus Standards;",False,False
30,A,5.0,c,,,"c. Training for Scientific Divers using compressed air (SCUBA or SSA), shall be in compliance with 29 CFR 1910.410 and shall meet the above requirements or the training guidelines in the Standards for Scientific Diving published by the American Academy of Underwater Scientists (AAUS).",False,False
30,A,6.0,,,,"30.A.06 Proof of certification (a diploma and/or official transcript) as a commercial working diver from an accredited commercial dive school and other dive-related training certificates (e.g. chamber operator, saturation diver, etc.) are required as proof of a dive team member’s certification and/or experience. An ADCI card or similar certification from an internationally recognized commercial diving organization may be substituted as proof of training for divers demonstrating more than five (5) years of diving experience within the six (6) years preceding beginning of dive operations.",True,False
30,A,7.0,,,,30.A.07 Contractors shall provide dive-log evidence that each dive team member has training and experience consistent with the performance requirements of the scope of work.,True,False
30,A,7.0,a,,,"a. As a minimum, each diver, back-up diver, and dive team supervisor shall have at least 1 year of commercial experience in the applicable position.",False,False
30,A,7.0,b,,,"b. Divers shall have completed at least 4 working dives with similar decompression techniques as in the dive plan, using the particular diving techniques and equipment. Divers shall demonstrate that at least 1 of the 4 qualification dives was performed in the last 9 months prior to the start of dive operations.",False,False
30,A,7.0,c,,,c. Dive tenders must have previous experience and training as a dive tender.,False,False
30,A,8.0,,,,"30.A.08 Each dive team member shall have current certification in first aid and CPR from the American Red Cross (ARC), the American Heart Association (AHA), or from an organization whose training adheres to the standards of the International Liaison Committee on Resuscitation, or from a Licensed Physician (LP).",True,False
30,A,8.0,a,,,"a. Additionally, each dive team member shall have current certification in the use of emergency oxygen systems, and, if provided on the dive site, the use of Automated External Defibrillators (AEDs).",False,False
30,A,8.0,b,,,b. All classes shall contain a hands-on component and cannot be taken online. Evidence of this will be a photocopy of the certificates. The certificate(s) shall state the date of issue and length of validity.,False,False
30,A,8.0,b,,,"Note: Training in the use of emergency oxygen systems shall be specific to underwater diving and shall meet the requirements of a nationally recognized training organization such as Divers Alert Network (DAN), Professional Association of Diving Instructors (PADI), National Association of Underwater Instructor s (NAUI), the YMCA or other recognized sources.",False,False
30,A,9.0,,,,30.A.09 Divers shall receive an annual diving physical according to ADCI or similar standards preferably by a hyperbaric physician (MD or DO) or other licensed physician knowledgeable in the physiology of diving.,True,False
30,A,9.0,a,,,a. A “Fit to Dive” statement that each diver has been medically examined within the previous 12 months and has been determined fit and approved to dive shall be signed and signature stamped by the examining physician.,False,False
30,A,9.0,b,,,b. The DDC will maintain a file of physician “Fit to Dive” statement for all USACE qualified divers.,False,False
30,A,9.0,c,,,c. Contractors shall submit physician’s “Fit to Dive” statement to the DDC in accordance with Section 30.A.13.,True,False
30,A,9.0,d,,,"d. After any serious diving-related injury or illness such as an over-pressurization injury and/or decompression illness, divers shall be re-examined by a hyperbaric physician and be re-certified as “Fit to Dive”.",False,False
30,A,10.0,,,,30.A.10 Divers will wait at least 12 hours before flying after any dive. This interval should be extended to 24 hours following multiple days of repetitive dives.,True,False
30,A,11.0,,,,"30.A.11 When diving at altitudes of 1000 ft (304.8 m) or more of elevation above sea level, dive supervisors shall use appropriate high altitude decompression tables that compensate for the increased elevation.",True,False
30,A,12.0,,,,"30.A.12 Contract diving operations will be monitored and/or inspected by personnel qualified as USACE Dive Inspectors. Individual USACE Dive teams shall be inspected during operations at least once annually by the DDC, ADC and/or Dive Safety Representative (DSR).",True,False
30,A,12.0,a,,,"a. Qualified Dive Inspectors shall hold current USACE training certification as Dive Inspector, Diver/ Dive Supervisor, Dive Safety Administrator, or Dive Coordinator. All USACE personnel used as dive inspectors must be approved by the DDC prior to performing inspector duties.",False,False
30,A,12.0,a,,,Note: Use of trained monitors/inspectors with other credentials will be considered on a case-by-case basis and may be approved in writing by the DDC and HQUSACE Program Manager (PM) for Diving Safety.,False,False
30,A,12.0,b,,,"b. Inspectors shall conduct on-site monitoring/ inspections of contractor dive sites during pre-dive conference, equipment inspection, and initial dives. Monitoring should be continuous for the duration of the contract dive activity but may be intermittent, as determined by the DDC based on an evaluation of the job complexity and degree of hazards.",False,False
30,A,13.0,,,,"30.A.13 The following documents are required for all Contractor diving operations. All documents will be reviewed and found acceptable by two of the following: DDC/ADC/DSR, prior to start of diving operations. Contractors shall submit the documents to the DDC through the Contracting Officer (KO). Additional documentation may be required depending on the scope of the diving operation:",True,False
30,A,13.0,a,,,a. Safe Practices Manual; > See Section 30.A.15.,True,False
30,A,13.0,b,,,b. Dive Operations Plan(s); > See Section 30.A.16.,True,False
30,A,13.0,c,,,c. AHA to cover all aspects of the job; > See Section 30.A.17.,True,False
30,A,13.0,d,,,d. Emergency Management Plan; > See Section 30.A.18.,True,False
30,A,13.0,e,,,e. Dive Personnel Qualifications. > See Sections 30.A.05 – 30.A.09. >Note: The above review requirement is that two USACE Qualified Personnel independently evaluate the documents prior to acceptance. The ADC may substitute for either the DDC or DSR in the review and/or acceptance process if these personnel are not available at the time of review.,True,False
30,A,14.0,,,,"30.A.14 A Dive Operations Plan, AHA, emergency management plan, and personnel list with qualifications will be developed for each separate diving operation.",True,False
30,A,14.0,a,,,"a. These documents will be submitted to the DDC through the KO for review, and found acceptable, prior to commencement of diving operations and will be at the diving location at all times. Each of these documents will become a part of the project file.",False,False
30,A,14.0,b,,,"b. Potential high-hazard conditions, such as penetration diving, contaminated environment diving, dives outside the no decompression limits, and in areas where differential pressure entrapment hazards exist, will be specifically addressed in the Dive Operations Plan and AHA when they are anticipated as part of the diving operation.",False,False
30,A,14.0,c,,,"c. Diving in contaminated water is prohibited for all USACE projects unless supporting documentation is provided that demonstrates that divers and topside personnel are not exposed to, or will be protected from, known or potential contamination hazards that would pose a chronic or acute health risk.",False,False
30,A,14.0,c,1.0,,"(1) All divers and topside personnel shall be trained, equipped and resourced to dive in contaminated water.",False,False
30,A,14.0,c,2.0,,"(2) The dive plan shall be accepted by the GDA within 10 business days prior to dive operations and shall specifically address the areas below in accordance with the U.S. Navy Guidance For Diving In Contaminated Waters, SS521-AJ-PRO-010 located at the U.S. Navy SEA 00C3 website:",False,False
30,A,14.0,c,2.0,a,"(a) Types of contaminants and Category (CAT 1, 2, 3, 4). Additional hazard scenarios and control measures shall be considered for surface, mud-line/sediment, rainfall, points of discharge, and vertical and bottom water contamination (i.e., a diver walking/crawling/working including swim fin action that stirs up bottom sediments);",False,False
30,A,14.0,c,2.0,b,(b) Levels of protection and protective equipment;,False,False
30,A,14.0,c,2.0,c,(c) Contaminated water diver and topside personnel training and qualifications;,False,False
30,A,14.0,c,2.0,d,(d) Sources of information used to determine water quality;,False,False
30,A,14.0,c,2.0,e,(e) Dive Station Decontamination Procedures for Divers and Topside Personnel;,False,False
30,A,14.0,c,2.0,f,(f) Medical evaluation support and post dive monitoring;,False,False
30,A,14.0,c,2.0,g,(g) Hazardous waste minimization and disposal.,False,False
30,A,15.0,,,,"30.A.15 Safe Practices Manual. Contractors and USACE Districts/Labs with in-house dive teams shall develop and maintain a safe practices manual that encompasses their entire diving program. The safe practices manual shall be available at all times to the Government representative and all dive team members at each diving location. The safe practices manual shall include, as a minimum, the following:",True,False
30,A,15.0,a,,,a. Dive safety procedures and checklists;,False,False
30,A,15.0,b,,,b. Assignments and responsibilities of dive team members;,False,False
30,A,15.0,c,,,"c. Equipment certifications, procedures, and inspection checklists;",False,False
30,A,15.0,d,,,"d. Emergency procedures for fire, equipment failure, adverse weather conditions, and medical illness or injury and specific procedures for:",False,False
30,A,15.0,d,1.0,,(1) Entrapped or fouled diver including fouled umbilical (suction and entanglement/debris);,False,False
30,A,15.0,d,2.0,,(2) Actions upon loss of vital support equipment;,False,False
30,A,15.0,d,3.0,,(3) Actions upon loss of gas supply;,False,False
30,A,15.0,d,4.0,,(4) Action upon loss of communication;,False,False
30,A,15.0,d,5.0,,(5) Lost diver plan (SCUBA Operations only);,False,False
30,A,15.0,d,6.0,,(6) Injured diver plan;,False,False
30,A,15.0,d,7.0,,(7) Actions upon discovery of fire;,False,False
30,A,15.0,d,8.0,,(8) Diver blow up/over rapid ascent to surface;,False,False
30,A,15.0,d,9.0,,(9) Diver loss of consciousness; and,False,False
30,A,15.0,d,10.0,,(10) Injury/illness of member of surface crew with diver in the water.,False,False
30,A,15.0,e,,,"e. Procedures for internal safety inspections (frequency, checklists, etc.);",False,False
30,A,15.0,f,,,"f. A complete copy of OSHA, 29 CFR 1910, Subpart T, and a statement of the employer's policy for ensuring compliance with the standard;",False,False
30,A,15.0,g,,,"g. The appropriate U.S. Navy Table(s), including as a minimum:",False,False
30,A,15.0,g,1.0,,(1) U.S. Navy Table of No-Decompression Limits and Repetitive Group Designation for No-Decompression Air Dives;,False,False
30,A,15.0,g,2.0,,(2) U.S. Navy Residual Nitrogen Timetables for Repetitive Air Dives;,False,False
30,A,15.0,g,3.0,,(3) U.S. Navy Standard Air Decompression Table.,False,False
30,A,15.0,h,,,h. A sample of the diving log sheets to be used;,False,False
30,A,15.0,i,,,i. A sample of the repetitive dive worksheets or equivalent (dive profile method) to be used;,False,False
30,A,15.0,j,,,"j. An outline of the fitness for duty (including medical) requirements for dive team members, and",False,False
30,A,15.0,k,,,k. An outline of administrative and record-keeping procedures.,False,False
30,A,16.0,,,,"30.A.16 Dive Operations Plan. This plan is a general overview of all tasks to be performed, dive modes and equipment, site access, etc. Complex projects involving more than one work task, location, and/or dive team require task-specific dive plans as part of the overall",True,False
30,A,16.0,,,,"Dive Operations Plan. As a minimum, the Dive Operations Plan will contain the following:    a.  Date of dive plan submission;",False,False
30,A,16.0,b,,,b. Name and contact information for diving supervisor preparing the dive plan;,False,False
30,A,16.0,c,,,"c. Names and duties of on-site dive team members, including diving supervisor;",False,False
30,A,16.0,d,,,d. List of diving equipment to be used;,False,False
30,A,16.0,e,,,e. Type of diving platform to be used;,False,False
30,A,16.0,f,,,f. Detailed description of the mission; Identify how/if work will be divided into separate tasks or phases of work;,False,False
30,A,16.0,g,,,"g. Date(s), time(s), duration, and location of operation;",False,False
30,A,16.0,h,,,"h. Diving mode used (SCUBA, SSA, and snorkeling) including a description of the backup air supply, as required;",False,False
30,A,16.0,i,,,"i. Nature of work to be performed by the divers, including tools used and materials to be handled or installed;",False,False
30,A,16.0,j,,,"j. Anticipated surface and underwater conditions, to include visibility, temperature, currents, etc. Thermal protection will be considered as appropriate;",False,False
30,A,16.0,k,,,k. Maximum single dive bottom time for the planned depth of dive for each diver. Altitude adjustments to dive tables will be calculated for dives made at altitudes of 1000 ft (304.8 m) or more above sea level;,False,False
30,A,16.0,l,,,"l. Identification of topside assistance/support to the dive team (i.e., crane operator, lock operator, etc.);",False,False
30,A,16.0,m,,,"m. Means of direct communication between the dive site and the DDC, project office, the lockmaster or USACE project manager, and the contracting officer (if applicable);",False,False
30,A,16.0,n,,,"n. Plans submitted for Contractor operations shall also include the name of Contractor (and diving subcontractor if applicable), Contract number, and names and contact information for key personnel. >Note: The dive plan will include the following statement: “If for any reason the dive plan is altered in mission, depth, personnel, or equipment, the DDC will be contacted in order to review and accept the alteration prior to actual operation.”",False,False
30,A,17.0,,,,"30.A.17 Activity Hazard Analysis (AHA). An AHA represents the dive team's best effort to anticipate and mitigate or prevent the adverse effects of equipment failure, extreme weather and environmental conditions, or other hazardous/unexpected situations.",True,False
30,A,17.0,a,,,"a. AHA's shall address risk to personnel, property and to impacts to the overall USACE mission. When required, a new AHA shall be conducted to reflect changes in site conditions, operational changes, etc.",False,False
30,A,17.0,b,,,"b. Each AHA will be job specific and address each phase of work, to include the hazards associated with flying after diving.",False,False
30,A,17.0,c,,,"c. For USACE dive teams, a Risk Assessment Code (RAC) shall be applied to all underwater diving activities, with residual risk being approved by the appropriate level of command.",False,False
30,A,17.0,d,,,d. Hazardous Energy Control (HEC) procedures in accordance with Section 12 of this manual and procedures for dealing with differential pressures will be included if appropriate.,False,False
30,A,17.0,d,1.0,,"(1) If HEC procedures are required for the diving operation, the diving supervisor will visually check all lockout/tagout and other control procedures/devices to assure they are in place and redundant where possible prior to the commencement of the diving operation.",False,False
30,A,17.0,d,2.0,,(2) A copy of any clearances/permits to be issued to deal with identified hazards will be attached to the AHA.,False,False
30,A,17.0,e,,,e. Some dives may be sufficiently complex to warrant several separate analyses.,False,False
30,A,17.0,f,,,f. The AHA will be covered in detail at the pre-dive conference.,False,False
30,A,18.0,,,,30.A.18 Emergency management plan. An emergency management plan will be prepared for each dive operation. The minimum content of the plan will be as follows:,True,False
30,A,18.0,a,,,a. Location and phone number of nearest operational recompression chamber if not located at the dive site and the Divers Alert Network (DAN) phone number (919-684-9111);,False,False
30,A,18.0,b,,,"b. Location, directions to and phone number(s) of nearest hospital(s) or available physicians capable of treating dive injuries;",False,False
30,A,18.0,c,,,"c. Location and phone number of nearest USCG Rescue Coordination Center, where appropriate;",False,False
30,A,18.0,d,,,d. Description of an emergency victim transport plan including phone numbers of appropriate emergency transport services;,False,False
30,A,18.0,e,,,e. Procedures and phone numbers or other means of communications to activate emergency services at the facility where the work is being performed;,False,False
30,A,18.0,f,,,"f. Diver rescue procedures conducted by the dive team, including responsibilities of team members, best location(s) where injured divers may be removed from the water, and best location(s) for performing first aid/stabilization prior to emergency medical assistance arrival.",False,False
30,A,19.0,,,,"30.A.19 Prior to the initial work on each dive operation, a Pre-Dive Conference shall be held with key personnel designated by the DDC to discuss the Dive Operations plan, AHA, and Emergency Management Plan and any modifications needed. For contractor operations, the pre-dive conference will also be attended by the USACE dive inspector or DDC and a representative of the Contractor with sufficient authority to implement any changes required by the USACE diving inspector or coordinator.",True,False
30,A,20.0,,,,"30.A.20 Prior to each dive, the entire dive team will be briefed in detail on the following (as a minimum):",True,False
30,A,20.0,a,,,"a. Description of mission and location, including drawings and/or photographs pertinent to the mission and equipment and materials that are to be installed as part of the mission;",False,False
30,A,20.0,b,,,b. Description of diving apparatus/equipment and craft to be used;,False,False
30,A,20.0,c,,,c. Maximum working depth with estimated bottom times and water temperatures;,False,False
30,A,20.0,d,,,"d. Names and duties of personnel on the team (when possible, incorporate at least one person on the dive that has previously performed the same or similar mission);",False,False
30,A,20.0,e,,,e. Discussion of AHA; and,False,False
30,A,20.0,f,,,f. Emergency procedures.,False,False
30,A,21.0,,,,"30.A.21 Upon completion of each diving operation or at the conclusion of each day, a dive team debriefing shall be conducted by the dive supervisor. At the debriefing divers are advised of the location of the nearest recompression chamber (if not located on site), the phone number for DAN or local dive medical facility, and cautioned on the limitations of their post dive activities including repetitive dives, traveling to higher altitude, and flying.",True,False
30,A,22.0,,,,30.A.22 If for any reason the dive mission is altered:,True,False
30,A,22.0,a,,,"a. Minor to moderate revisions to the accepted dive plan will be reviewed and accepted by the DDC or ADC prior to continuing the operation. These revisions may include differences in time, date, dive team members, work methods/tools used, and other changes that do not affect overall risk. This review may be conducted electronically or verbally and confirmed in writing after completion of the dive operation.",False,False
30,A,22.0,b,,,"b. Major changes or those which modify high-risk activities, such as modifying pressure differential and hazardous energy controls, adding penetration diving, changing dive equipment modes (i.e. from SCUBA to SSA), discovery of unexpected contaminated diving conditions, etc. require a two-person review as outlined in Section 30.A.13.",True,False
30,A,22.0,c,,,"c. For contract operations, the project superintendent or the dive supervisor shall submit/request the revised plan through the GDA for DDC acceptance.",False,False
30,A,23.0,,,,"30.A.23 All diving activities shall be conducted with full knowledge and close coordination with the GDA and on-site authorities such as the dive inspector, lockmaster/ project manager, etc.",True,False
30,A,24.0,,,,"30.A.24 For each diver and dive, the following dive log information, as a minimum, shall be recorded and maintained at the dive location:",True,False
30,A,24.0,a,,,a. Full name;,False,False
30,A,24.0,b,,,"b. Date, time and location of dive;",False,False
30,A,24.0,c,,,c. Maximum depth and bottom time;,False,False
30,A,24.0,d,,,d. Surface interval between dives;,False,False
30,A,24.0,e,,,e. Breathing medium and type of equipment used;,False,False
30,A,24.0,f,,,f. Group classification at the beginning and end of each interval and repetitive dive worksheet;,False,False
30,A,24.0,g,,,g. Underwater and surface conditions;,False,False
30,A,24.0,h,,,h. Depth(s) and duration(s) of any decompression stops;,False,False
30,A,24.0,i,,,i. Date and time of last previous dive if it occurred in the last 24 hours;,False,False
30,A,24.0,j,,,j. Name of Dive Supervisor(s) during dive;,False,False
30,A,24.0,k,,,k. General description of work performed; and,False,False
30,A,24.0,l,,,"l. For dives outside the no-decompression limits, deeper than 100 ft salt water (fsw) (30.5m), or using mixed-gas, include depth-time and breathing-gas profiles and decompression tables (including any modifications).",False,False
30,A,25.0,,,,"30.A.25 For each dive in which decompression sickness and/or pulmonary barotraumas is suspected or symptoms are evident, the following information shall be recorded and maintained:",True,False
30,A,25.0,a,,,a. Descriptions of signs and symptoms (including depth and time of onset);,False,False
30,A,25.0,b,,,b. Description and results of treatment; and,False,False
30,A,25.0,c,,,"c. Name, address, and phone number of attending physician.",False,False
30,A,26.0,,,,"30.A.26 Prior to the dive, the Dive Supervisor shall assure, as a minimum, the following pre-dive checks are performed:",True,False
30,A,26.0,a,,,"a. Breathing air tanks contain sufficient air supply to perform the required work (i.e., standby air tanks are on site and full to the necessary capacity);",False,False
30,A,26.0,b,,,b. All diving equipment shall be checked for proper function prior to diver entry;,False,False
30,A,26.0,c,,,c. All necessary safety equipment specified herein is on site and functioning properly;,False,False
30,A,26.0,d,,,d. Lockout/tagout procedures are followed;,False,False
30,A,26.0,e,,,"e. When applicable, crane signals are reviewed and radio communication with the crane operator is functioning properly;",False,False
30,A,26.0,f,,,"f. When applicable, welding or cutting procedures are clearly reviewed, the proper welder polarity is set, and precautions have been taken to ensure that electrocution will not occur;",False,False
30,A,26.0,g,,,"g. When applicable, blasting procedures are clearly reviewed and precautions have been taken to ensure unplanned/unscheduled blasts will not occur;",False,False
30,A,26.0,h,,,"h. A pre-dive briefing shall be given that includes, but is not limited to, the accident management plan, AHA, equipment checklist, diving logs, diving conditions, and diving procedures;",False,False
30,A,26.0,i,,,"i. When applicable, manbaskets used for diver access shall be inspected and load tested prior to use, and a Critical Lift Plan shall be submitted per Section 16.H and Section 30.B.06).",True,False
30,A,27.0,,,,"30.A.27 Copies of the dive logs shall be submitted to the DDC after completion of the dive operation. For USACE dive teams, these records shall be maintained on file for two years.",True,False
30,B,,,,,30.B Diving Operations.,True,False
30,B,1.0,,,,"30.B.01 Staging areas, where the fully suited and equipped diver enters the water, shall be selected and configured based on a hazard analysis that includes an examination of:",True,False
30,B,1.0,a,,,a. Ease of diver access to the water;,False,False
30,B,1.0,b,,,"b. Hazards to diver (currents, equipment, etc.) in route from surface to work area;",False,False
30,B,1.0,c,,,c. Ability of standby diver to access the water immediately and to reach the diver quickly;,False,False
30,B,1.0,d,,,"d. If used as the topside dive team station, the ability to protect topside members and the standby diver from weather, operational, and other hazards;",False,False
30,B,1.0,e,,,e. Whether topside equipment can be stowed safely and function properly;,False,False
30,B,1.0,f,,,"f. If diver entry to water is remote from the staging area, the standby diver shall be placed at the water entry or immediately accessible to it.",False,False
