chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
10,A,,,,,10.A General.,True,False
10,A,1.0,,,,"10.A.01 Welders, cutters, and their supervisor shall be trained in the safe operation of their equipment, safe welding/cutting practices, and welding/cutting respiratory and fire protection. > AIHA publication Welding Health and Safety: A Field Guide for OEHS Professionals"" is recommended.""",True,False
10,A,2.0,,,,"10.A.02 All welding equipment shall be inspected before each use to ensure that all required safety devices and ancillary equipment are in place and properly functioning. Defective equipment shall be removed from service, replaced or repaired, and reinspected before again being placed in service.",True,False
10,A,3.0,,,,10.A.03 Electrical and pressurized system requirements.,True,False
10,A,3.0,a,,,a. Welding cylinders and their use and maintenance shall meet the applicable requirements of Section 20.,False,False
10,A,3.0,b,,,b. Arc welding and cutting systems and their use shall meet the applicable requirements of this section.,False,False
10,A,4.0,,,,"10.A.04 Arc welding and cutting operations shall be shielded by noncombustible or flameproof screens that will protect employees and other persons working within 35 ft (10.7 m) from the direct rays of the arc, sparks, molten metal, spatter, and chipped slag.",True,False
10,A,4.0,a,,,a. Welding curtains shall be suitable for the welding process and amperage.,False,False
10,A,4.0,b,,,b. Welding curtains shall provide a high degree of safety against ultraviolet radiation and blue light.,False,False
10,A,4.0,c,,,c. Welding curtains shall be fade resistant and flame retardant.,False,False
10,A,4.0,d,,,d. The use of blue tinted welding curtains is prohibited if observers are in the work area as they provide very little blue light protection.,False,False
10,A,5.0,,,,"10.A.05 Cable, hoses, and other equipment shall be kept clear of passageways, ladders, and stairways.",True,False
10,A,6.0,,,,10.A.06 Welding and cutting of hazardous materials.,True,False
10,A,6.0,a,,,"a. When welding, cutting, or heating on steel pipelines containing natural gas, 49 CFR 192 shall apply.",False,False
10,A,6.0,b,,,"b. Before welding, cutting, or heating is commenced on any surface covered by a preservative coating whose flammability is not known, a test shall be made to determine its flammability. Preservative coatings shall be considered highly flammable when scrapings burn with extreme rapidity.",False,False
10,A,6.0,c,,,"c. Preservative coatings shall be removed a sufficient distance from the area to be heated to ensure any temperature increase of the un-stripped metal will not result in visually observable decomposition, or degradation of the coatings; artificial cooling of the metal surrounding the heating area may be used to limit the area to be stripped.",False,False
10,A,6.0,d,,,"d. When welding, cutting, or heating toxic surface coatings (paints, preservatives, surface stripping chemicals, etc.) in enclosed spaces, all surfaces covered with the coatings shall be stripped of such for a distance of at least 4 in (10.1 cm) from the area of heat application or the employees shall be protected by airline respirators.",False,False
10,A,7.0,,,,10.A.07 Critical Items. > See Appendix Q.,True,False
10,A,7.0,a,,,"a. All structural welding performed on critical items, such as scaffolding, shoring, forms, ladders, piling, etc., as well as other critical items as determined by a Qualified Person (QP), shall only be performed by welders certified in accordance with American Welding Society (AWS) standards using qualified and approved welding practices and procedures (AWS certification or approved equivalent organization which trains to AWS standards).",False,False
10,A,7.0,b,,,"b. Welds on critical items shall be inspected by either a current, AWS-certified Senior Certified Welding Inspector (CSWI) or Certified Welding Inspector (CWI) (or equivalent).",False,False
10,A,8.0,,,,"10.A.08 Before heat is applied to a drum, container, or hollow structure, a vent or opening shall be provided for the release of any built-up pressure generated during the application of heat. The use of the heat or spark producing tools to create or provide venting is not permitted.",True,False
10,A,9.0,,,,"10.A.09 Employees performing welding, cutting, and heating work shall be protected by PPE appropriate for the hazards that they may encounter and based upon the results of an AHA conducted specifically for the welding, cutting, or heating operation that they will be performing. All required respiratory, eye and face, noise, head, foot, and skin protection equipment shall be selected and used in accordance with Sections 10.B, 10.C. and Section 5.",True,False
10,A,10.0,,,,10.A.10 All welding and cutting equipment and operations shall be in accordance with standards and recommended practices of ANSI/AWS Z49.1.,True,False
10,B,,,,,"10.B Eye and Face Protection. The eyes and face of welders shall be protected against UV and infrared radiation and flying objects during welding, grinding and chipping operations.",True,False
10,B,1.0,,,,"10.B.01 Personnel performing and/ or exposed to these tasks shall have appropriate eye and face protection based on the hazards, in accordance with this section and Section 05.",True,False
10,B,2.0,,,,"10.B.02 Personnel performing and/ or exposed to work that produces UV, blue light, and Infrared light shall be protected from these hazards.",True,False
10,B,2.0,a,,,"a. Shaded lenses shall be selected based on the type of equipment and work. > See Section 5, Table 5-2.",False,False
10,B,2.0,b,,,b. Protective helmets shall have non-reflective surfaces and shall be free of cracks or openings.,False,False
10,B,2.0,c,,,c. Lenses that are cracked or pitted shall not be used.,False,False
10,B,2.0,d,,,"d. All filter lenses shall meet ANSI Z87.1.Ultraviolet, Luminous, and Infrared Transmittance requirements.",False,False
10,B,2.0,e,,,e. Welding Helmets shall always be used in conjunction with ANSI Z87.1 rated safety glasses with top and side protection.,False,False
10,B,2.0,f,,,f. Electronic-shading welding helmets shall not be used for welding processes requiring a higher shade than the helmet is capable of. Most auto-darkening helmets are not suited for welding processes requiring a Filter Shade of 14 or higher.,False,False
10,C,,,,,10.C Controls.,True,False
10,C,1.0,,,,"10.C.01 All welding, cutting, and heating operations shall be ventilated (natural or mechanical) such that personnel exposures to hazardous concentrations of airborne contaminants are within acceptable limits.  > See Section 06.",True,False
10,C,2.0,,,,"10.C.02 Welding, cutting, and heating not involving conditions or materials described in this Section may normally be done without mechanical ventilation or respiratory protective equipment.",True,False
10,C,3.0,,,,"10.C.03 Either general mechanical or local exhaust ventilation shall be provided whenever welding, cutting, or heating is performed in a confined space. > See Sections 10.A.06.d and 10.C.05.",True,False
10,C,4.0,,,,"10.C.04 Materials of toxic significance. Welding, cutting, or heating operations that involve or generate any of the substances listed below shall be performed in accordance with the following subparagraphs: Antimony, Arsenic, Barium, Beryllium, Cadmium, Chromium, Chromium (VI), Cobalt, Copper, Lead, Manganese, Mercury, Nickel, Ozone, Selenium, Silver, or Vanadium. > See also Section 10.A.06.d.",True,False
10,C,4.0,a,,,"a. Whenever these materials are encountered in confined spaces, local mechanical exhaust ventilation and personal respiratory protective equipment shall be used. The use of local mechanical exhaust ventilation systems that permit the re-entry of exhaust air back into the work area, or local exhaust which incorporate a system for the filtration and recirculation of exhaust air back into the work area shall not be permitted.",False,False
10,C,4.0,b,,,"b. Whenever these materials, except beryllium and chromium (VI), are encountered in indoor operations, local mechanical exhaust ventilation systems that are sufficient to reduce and maintain personal exposures to within acceptable limits shall be used and maintained in accordance with manufacturer’s instruction. Care shall be taken to ensure replacement filters are from the same manufacturer and are the correct filter for the exhaust system. When either beryllium or chromium (VI) is encountered in indoor operations, approved local mechanical exhaust ventilation systems and personal respiratory protection shall be used.",False,False
10,C,4.0,b,1.0,,"(1) In areas where only welding is conducted, a general exhaust system ventilation rate of 2,000 CFM per welder is required in open welding areas.",False,False
10,C,4.0,b,2.0,,"(2) Local exhaust ventilation should have a capture velocity of 100 FPM as measured from the farthest distance from the work, and a duct transport velocity of 1,000 FPM minimum. Local exhaust ventilation systems which filter and return the air back into the work environment shall be allowed for welding, that is not in a confined space or does not include beryllium or chromium, if the provisions of Section 06.H.01.f. are followed.",True,False
10,C,4.0,c,,,"c. Whenever these materials, except beryllium and chromium (VI), are encountered in outdoor operations, and local mechanical exhaust ventilation systems sufficient to reduce and maintain personal exposures to within acceptable limits are not provided, then appropriate respiratory protective equipment shall be used.",False,False
10,C,4.0,d,,,"d. Whenever beryllium and chromium (VI) are encountered in outdoor operations, the need for and type of engineering and work practice controls to be implemented, as well as the need for and type of respiratory protection to be provided shall be based upon the results of an initial worker exposure assessment and exposure determination with regards to these substances.",False,False
10,C,4.0,e,,,"e. Workers may be exposed to hazardous concentrations of chromium (VI) while welding, cutting or performing hot work on stainless steel, high chrome alloys or chromecoated metal, or during the application and removal of chromate-containing paints and other surface coatings. > See Section 06.L.",True,False
10,C,4.0,f,,,"f. Workers working with materials of toxic significance, shall remove outer clothing, vacuum off, and wash before taking a break, drinking, smoking, or leaving for the day.",False,False
