chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
33,A,,,,,33.A General.,True,False
33,A,1.0,,,,33.A.01 This Section applies to:,True,False
33,A,1.0,a,,,"a. Hazardous waste site operations performed under the Comprehensive Environmental Response, Compensation, Liability Act (CERCLA) or Resource Conservation and Recovery Act (RCRA) as specified by OSHA in 29 CFR 1910.120 and 29 CFR 1926.65 (a) (1) (i), (ii) and (iii) (e.g., site investigations, remedial action construction, treatment process operation, and maintenance at: Formerly Used Defense Sites (FUDS) projects, Installation Restoration Program (IRP) projects, Base Realignment and Closure (BRAC) projects, Formerly Used Sites Remedial Action Program (FUSRAP) projects, U.S. Environmental Protection Agency (EPA) Superfund projects, and hazardous waste site cleanup operations performed under the civil works program).",False,False
33,A,1.0,b,,,b. Facilities or construction projects holding RCRA Treatment Storage and Disposal (TSD) permits as specified by OSHA in 29 CFR 1910.120 and 29 CFR 1926.65 (a) (1) (iv).,False,False
33,A,1.0,c,,,c. Facilities or construction projects where emergency response as specified by OSHA in 29 CFR 1910.120 and 29 CFR 1926.65 (a) (1) (v) may be required.,False,False
33,B,,,,,33.B Site Safety and Health Plan (SSHP).,True,False
33,B,1.0,,,,33.B.01 Hazardous waste site cleanup operations require development and implementation of a SSHP that shall be attached to the Accident Prevention Plan (APP) as an appendix. Information from the APP should not be duplicated in the SSHP.,True,False
33,B,1.0,a,,,a. The APP/SSHP shall address all occupational safety and health hazards associated with site operations.,False,False
33,B,1.0,b,,,b. Contracted work on the projects shall be performed in compliance with the APP/SSHP.,False,False
33,B,1.0,c,,,"c. Hazardous waste operations performed by Government personnel do not require development of an APP, but do require a Project Safety and Health Plan and a SSHP in compliance with Section 01.A.09 and local safety and health policies for in-house activities. All activities shall comply with the written SSHP.",True,False
33,B,1.0,d,,,d. Changes and modifications to the SSHP are permitted and shall be made in writing with the knowledge and concurrence of the local Safety and Health Manager (SHM) and accepted by the GDA.,False,False
33,B,1.0,e,,,e. A SSHP is not required for contracts where the site has been fully characterized and there is no known OR anticipated potential for employee contamination-related exposures during the tasks being performed.,False,False
33,B,1.0,f,,,"f. If the work meets the criteria in Section 33.B.01.e and the tasks being performed are limited in scope (e.g., mowing, routine maintenance, or utility checks of existing equipment as part of long-term maintenance or site management), an abbreviated APP as described in Section 01.A.12.e may be used in lieu of a full APP.",True,False
33,B,2.0,,,,"33.B.02 The SSHP shall cover the following in project-specific detail. General information adequately covered in the APP (introduction, site background, SOH organization and lines of authority, general site control and layout and general site safety procedures, logs, reports and inspections) need not be duplicated. Section 06.E Ionizing Radiation shall be used to develop appropriate sections of the SSHP for HTRW projects involving radioactive isotopes.",True,False
33,B,2.0,a,,,a. Site description and contamination characterization - a description of the contamination with the exposure potential to adversely affect safety and occupational health and likely to be encountered by the on-site work activities;,False,False
33,B,2.0,b,,,"b. Activity Hazard Analysis (AHA). An AHA shall be developed for each task/operation to be performed per Section 01.A.13. The AHA shall account for all hazards (classic safety, chemical, physical, biological, ionizing radiation) likely to be encountered while performing the work;",True,False
33,B,2.0,c,,,"c. Staff organization, qualifications, and responsibilities per Section 33.C;",True,False
33,B,2.0,d,,,"d. Training, general and project-specific per Section 33.D;",True,False
33,B,2.0,e,,,e. Personal Protective Equipment (PPE). PPE used to protect workers from site-related hazards (construction safety and health and contaminant-related) shall comply with requirements specified in Section 5;,False,False
33,B,2.0,f,,,"f. Medical surveillance. Certification of medical surveillance program participation shall be appended to the SSHP and shall include: employee name, date of last examination, and name of examining physician(s) and shall be per Section 33.E. The required written physician’s opinion shall be made available upon request to the GDA;",True,False
33,B,2.0,g,,,g. Exposure monitoring/Air sampling program. Exposure monitoring and air sampling shall be performed to determine if the PPE provides adequate protection and to evaluate worker exposure to site-related contaminants and hazardous substances used in the cleanup process. Project-specific exposure monitoring/air sampling requirements shall comply with requirements specified Section 6;,False,False
33,B,2.0,h,,,h. Heat and cold stress. The procedures and practices for protecting workers from heat and cold stress shall comply with Section 06.J;,True,False
33,B,2.0,i,,,"i. Standard operating safety procedures (SOPs), engineering controls, and work practices. SOPs, engineering controls and work practices shall be addressed for the following as appropriate:",False,False
33,B,2.0,i,1.0,,"(1) Site rules/prohibitions (e.g., buddy system, eating/drinking/ smoking restrictions, etc.);",False,False
33,B,2.0,i,2.0,,"(2) Work permit requirements (e.g., radioactive work, excavation, hot work, confined space, etc.);",False,False
33,B,2.0,i,3.0,,"(3) Material handling procedures (e.g., soil, liquid, radioactive materials, spill contingency);",False,False
33,B,2.0,i,4.0,,"(4) Drum/container/tank handling (e.g., opening, sampling, overpacking, draining, pumping, purging, inerting, cleaning, excavation and removal, disassembly and disposal, spill contingency);",False,False
33,B,2.0,i,5.0,,(5) Comprehensive AHA of treatment technologies employed at the site;,False,False
33,B,2.0,j,,,j. Site control measures. Work zones shall be established so that on-site activities do not spread contamination. The site shall be set up so that there is a clearly defined exclusion zone (EZ) and a clearly defined support zone (SZ) with a contamination reduction zone (CRZ) as a transition between the EZ and SZ;,False,False
33,B,2.0,k,,,k. Personal hygiene and decontamination. A personal hygiene and decontamination station shall be set up in the CRZ for personnel to remove contaminated PPE and to wash when exiting the EZ;,False,False
33,B,2.0,l,,,l. Equipment decontamination. An equipment decontamination station shall be set up in the CRZ for equipment to be decontaminated when exiting the EZ;,False,False
33,B,2.0,m,,,"m. Emergency equipment and first aid. The equipment and personnel required for first aid and CPR shall comply with the requirements in Section 3. Emergency equipment required to be on-site shall have the capacity to respond to project-specific emergencies. Site emergencies may require (but should not be limited to) PPE and equipment to control fires, leaks and spills, or chemical (contaminant or treatment process) exposure;",False,False
33,B,2.0,n,,,n. Emergency response and contingency procedures. Emergency Response Procedures shall be developed that address the following:,False,False
33,B,2.0,n,1.0,,"(1) Pre-emergency planning. An agreement shall be established between the Contractor (or the GDA for in-house work), local emergency responders, and the servicing emergency medical facility that specifies the responsibilities of on-site personnel, emergency response personnel, and the emergency medical facility in the event of an onsite emergency;",False,False
33,B,2.0,n,2.0,,(2) Personnel and lines of authority for emergency situations;,False,False
33,B,2.0,n,3.0,,"(3) Criteria and procedures for emergency recognition and site evacuation (e.g., emergency alarm systems, evacuation routes and reporting locations, site security);",False,False
33,B,2.0,n,4.0,,(4) Decontamination and medical treatment of injured personnel;,False,False
33,B,2.0,n,5.0,,(5) A route map to emergency medical facilities and phone numbers for emergency responders;,False,False
33,B,2.0,n,6.0,,(6) Criteria for alerting the local community responders.,False,False
33,C,,,,,33.C Responsibilities.,True,False
33,C,1.0,,,,"33.C.01 The Safety and Health Manager (SHM) must meet the qualifications and fulfill the responsibilities stated below for all hazardous waste operations. The SHM, dependent upon the contaminant-related hazards on the project, shall be a Certified Industrial Hygienist (CIH), Certified Safety Professional (CSP) or Certified Health Physicist (CHP).",True,False
