chapter,section,topic,refOne,refTwo,refThree,content,highlight,bookmark
19,A,,,,,19.A General.,True,False
19,A,1.0,,,,19.A.01 Floating plant inspection and certification.,True,False
19,A,1.0,a,,,a. All floating plant regulated by the USCG shall have required USCG documentation that is current before being placed in service. A copy shall be posted in a public area on board the vessel. A copy of any USCG Form 835 issued to the vessel in the preceding year shall be available to the GDA and a copy shall be on board the vessel.,False,False
19,A,1.0,b,,,b. All dredges and quarter boats not subject to USCG inspection and certification or not having a current ABS classification shall be inspected in the working mode annually by a marine surveyor accredited by the National Association of Marine Surveyors (NAMS) or the Society of Accredited Marine Surveyors (SAMS) and having at least 5 years experience in commercial marine plant and equipment.,False,False
19,A,1.0,b,1.0,,(1) All other plant shall be inspected before being placed in use and at least annually by a qualified person.,False,False
19,A,1.0,b,2.0,,"(2) The inspection shall be documented, a copy of the most recent inspection report shall be posted in a public area on board the vessel, and a copy shall be furnished to the GDA upon request.",False,False
19,A,1.0,b,3.0,,"(3) The inspection shall be appropriate for the intended use of the plant and shall, as a minimum, evaluate structural condition and compliance with NFPA 302.",False,False
19,A,1.0,c,,,c. Periodic inspections and tests shall assure that a safe operating condition is maintained.,False,False
19,A,1.0,d,,,d. Records of inspections shall be maintained at the site and shall be available to the GDA.,False,False
19,A,1.0,e,,,e. Floating plant found in an unsafe condition shall be taken out of service and its use prohibited until unsafe conditions have been corrected.,False,False
19,A,2.0,,,,19.A.02 Personnel qualifications.,True,False
19,A,2.0,a,,,"a. Officers and crew shall be in possession of a current, valid USCG license, which shall be posted in a public area on board the vessel, or correctly endorsed document as required by the USCG.",False,False
19,A,2.0,b,,,b. Government operators shall be licensed or certified in accordance with the requirements outlined in ER 385-1-91. A qualified individual designated as the USACE Command’s marine licensing official will perform licensing and certification in accordance with the requirements of ER 385-1-91.,False,False
19,A,2.0,c,,,c. Officers and crew of government floating plant shall be licensed and/or documented by the USCG when the plant is subject to one or more of the following criteria:,False,False
19,A,2.0,c,1.0,,"(1) The vessel is inspected and certified by USCG in accordance with EP 1130-2-500, Appendix L;",False,False
19,A,2.0,c,2.0,,(2) The vessel is normally engaged in or near a channel or fairway in operations that restrict or affect navigation of other vessels and is required by law to be equipped with radio-telephones of the 156-162 band frequency; or,False,False
19,A,2.0,c,3.0,,(3) Floating plant is engaged in the transfer of oil or hazardous material in bulk.,False,False
19,A,2.0,d,,,d. A USCG Radar Observers endorsement on licenses is required for Operators of Uninspected Towing Vessels and Masters and Pilots on radar-equipped vessels 26 ft (7.9 m) or more in length. Endorsements must be issued from a USCG-approved training facility.,False,False
19,A,3.0,,,,19.A.03 Severe weather precautions.,True,False
19,A,3.0,a,,,"a. Where floating plant, boats or other marine activities may be endangered by severe weather (including sudden and locally severe weather, storms, high winds, hurricanes, and floods) plans shall be made for removing or securing plant and evacuation of personnel in emergencies. > See Section 01.E. This plan shall be part of the APP and shall include at least the following:",True,False
19,A,3.0,a,1.0,,(1) A description of the types of severe weather hazards the plant may potentially be exposed to and the steps that will be taken to guard against the hazards;,False,False
19,A,3.0,a,2.0,,"(2) The time frame for implementing the plan (using as a reference the number of hours remaining for the storm to reach the work site if it continues at the predicted speed and direction), including the estimated time to move the plant to safe harbor after movement is started;",False,False
19,A,3.0,a,3.0,,(3) The name and location of the safe location(s);,False,False
19,A,3.0,a,4.0,,"(4) The name of the vessel(s), type, capacity, speed, and availability that will be used to move any non-self-propelled plant;",False,False
19,A,3.0,a,5.0,,"(5) River/tide gage readings at which floating plant must be moved away from dams, river structures, etc., to safe areas;",False,False
19,A,3.0,a,6.0,,(6) Method for securing equipment if not moved.,False,False
19,A,3.0,b,,,b. Extended movement of floating plant and tows shall be preceded by an evaluation of weather reports and conditions by a responsible person to ascertain that safe movement of the plant and tow can be accomplished.,False,False
19,A,3.0,c,,,c. Work or task orders shall be preceded by an evaluation of weather reports and conditions by a responsible person to ascertain that safe working conditions exist and safe refuge of personnel is assured.,False,False
19,A,3.0,d,,,"d. USCG approved personal flotation devices (PFDs) - Types I, II, III, or V - shall be worn by all personnel on decks exposed to severe weather, regardless of other safety devices used. USCG-approved Type V automatic inflatable PFDs rated for commercial use may be worn by workers on USACE sites per Section 05.J.02.",True,False
19,A,3.0,e,,,"e. A sufficient number of vessels of adequate size and horsepower, each designed, outfitted, and equipped for towing service, shall be available at all times to move both self- and non-self-propelled plant against tides, current, and winds during severe weather conditions.",False,False
19,A,3.0,f,,,f. Contractors working in an exposed marine location shall monitor the National Oceanic and Atmospheric Administration (NOAA) marine weather broadcasts and use other commercial weather forecasting services as may be available.,False,False
19,A,3.0,g,,,"g. The floating plant shall be capable of withstanding whatever sea conditions may be experienced in the work area during the time period the work is being performed (i.e., seaworthiness, or good “sea keeping” qualities).",False,False
19,A,4.0,,,,19.A.04 Emergency planning.,True,False
19,A,4.0,a,,,"a. Plans shall be prepared for response to marine emergencies such as fire, sinking, flooding, severe weather, man overboard, hazardous material incidents, etc. (Fire: USCG-approved fire plans meet this requirement). > See Section 01.E.",True,False
19,A,4.0,b,,,"b. A station bill, setting forth the special duties and the duty station of each crewmember for various emergencies, shall be prepared and posted in conspicuous locations throughout the vessel.",False,False
19,A,4.0,c,,,"c. Each crewmember shall be given a written description of, and shall become familiar with, his/her emergency duties and shall become familiar with the vessel's emergency signals.",False,False
19,A,4.0,d,,,"d. Abandon ship/boat"" and ""person overboard"" procedures shall include instructions for mustering personnel.""",False,False
19,A,4.0,e,,,"e. On all floating plant that have a regular crew or on which people are quartered, the following drills shall be held at least monthly during each shift (unless the vessel is required, under USCG regulations, to be drilled more frequently): abandon ship/boat drills, fire drills, and person overboard or rescue drills.",False,False
19,A,4.0,e,1.0,,(1) The first set of drills shall be conducted within 24 hours of the vessel's occupancy or commencement of work.,False,False
19,A,4.0,e,2.0,,"(2) Where crews are employed or quartered at night, every fourth set of drills shall be at night; the first set of night drills shall be conducted within the first 2 weeks of the vessel's occupancy.",False,False
19,A,4.0,e,3.0,,"(3) Drills shall include, where appropriate, how to handle a pump shell or pipe rupture or failure within the hull (proper shutdown procedures, system containment, etc.) and how to handle leaks or failures of the hull or portions of it (what compartments to secure, how to handle power losses, pulling spuds to move to shallow water, etc.).",False,False
19,A,4.0,f,,,"f. Person overboard or rescue drills shall be held at least monthly at boat yards, locks, dams, and other locations where marine rescue equipment is required.",False,False
19,A,4.0,g,,,g. Emergency lighting and power systems shall be operated and inspected at least monthly to ensure proper operation.,False,False
19,A,4.0,g,1.0,,(1) Internal combustion engine driven emergency generators shall be operated under load for at least 2 hours each month.,False,False
19,A,4.0,g,2.0,,(2) Storage batteries for emergency lighting and power systems shall be tested at least once every 2 months.,False,False
19,A,4.0,h,,,"h. A record of all drills and emergency system checks, including any deficiencies noted in equipment and corrective action taken, shall be made in the station log.",False,False
19,A,5.0,,,,19.A.05 Equipment requirements.,True,False
19,A,5.0,a,,,a. Fenders shall be provided to prevent damage and sparking and to provide safe areas for workers exposed to pinching situations caused by floating equipment.,False,False
19,A,5.0,b,,,"b. Axes or other emergency cutting equipment shall be sharp and provided in accessible positions on all towing vessels for use such as freeing lines. On other floating plant (i.e., work barges, and floating cranes) emergency cutting equipment shall be provided in accessible positions.",False,False
19,A,5.0,c,,,c. Signal devices shall be provided on all vessels to give signals required by the navigation rules applicable to the waters on which the vessel is operated.,False,False
19,A,5.0,d,,,"d. All controls requiring operation in cases of emergency (i.e., boiler stops, safety valves, power switches, fuel valves, alarms, and fire extinguishing systems) shall be located so that they are protected against accidental operation but are readily accessible in an emergency.",False,False
19,A,5.0,e,,,e. Electric lights used on or around gasoline and oil barges or other marine locations where a fire or explosion hazard exists shall be explosion-proof or approved as intrinsically safe.,False,False
19,A,5.0,f,,,f. General alarm systems shall be installed and maintained on all floating plant where it is possible for either a passenger or crewman to be out of sight or hearing from any other person.,False,False
19,A,5.0,f,1.0,,(1) Where general alarm systems are used they shall be operated from the primary electrical system with standby batteries on trickle charge that will automatically furnish the required energy during an electrical-system failure.,False,False
19,A,5.0,f,2.0,,(2) A sufficient number of signaling devices shall be placed on each deck so that they can be distinctly heard/seen above the normal background noise at any point on the deck.,False,False
19,A,5.0,f,3.0,,(3) All signaling devices shall be so interconnected that actuation can occur from at least one strategic point on each deck.,False,False
19,A,5.0,g,,,"g. Smoke alarms are required for all living quarters on floating plant; smoke alarms, if wired, should use the same electrical system as that of the electrical alarms.",False,False
19,A,5.0,h,,,"h. For floating plant with internal combustion engines, marine quality listed CO monitors shall be installed and maintained in all enclosed occupied spaces (crew quarters, pilot houses, etc.).",False,False
19,A,5.0,i,,,i. All doors shall be capable of being opened from either side and provided with positive means to secure them in both the open and closed position.,False,False
19,A,5.0,j,,,"j. Escape hatches and emergency exits shall be marked on both sides with letters, at least 1 in (2.5 cm) high, stating EMERGENCY EXIT - KEEP CLEAR.""""",False,False
19,A,5.0,k,,,"k. Each prime mover (engine, turbine, motor) driving a dredge pump shall be capable of being stopped by controls remote from the prime mover locations.",False,False
19,A,5.0,l,,,l. Shore power receptacles shall have a grounding conductor to prevent potential difference between the shore and the vessel.,False,False
19,A,5.0,m,,,"m. All 120-, 208-, and 240-volt systems in toilet/shower spaces, galley, machinery spaces, weather deck, exterior, or within 3 ft (0.9 m) of any sink shall be grounded and fitted with Ground Fault Circuit Interrupter (GFCI) protection.",False,False
19,A,5.0,m,1.0,,(1) Cord connected equipment used in any of the above areas shall be connected to an outlet with GFCI protection.,False,False
19,A,5.0,m,2.0,,(2) Ground-fault protected receptacles shall be conspicuously marked “GFCI PROTECTED”.,False,False
19,A,5.0,n,,,"n. Where appropriate, vessels should have watertight compartments readily identified and properly maintained in a watertight condition (i.e., sealable doors in place and fully functional). Penetrations shall be maintained in a watertight condition.",False,False
19,A,5.0,o,,,"o. All reciprocating, rotating and moving parts of winch gears and other equipment shall be properly guarded.",False,False
19,A,6.0,,,,"19.A.06 Fuel systems and fuel transfers. The provisions of the Oil Pollution Act of 1990, as amended, shall apply to floating plant operations as applicable.",True,False
19,A,6.0,a,,,a. Gauge glasses or try cocks shall not be installed on fuel tanks or lines unless they meet the requirements of 46 CFR 58.50-10.,False,False
19,A,6.0,b,,,b. A shutoff valve shall be installed at the fuel tank connection: arrangement shall be made for operating this valve from outside the compartment in which the tank is located and from outside the engine compartment and outside the house bulkheads at or above the weather deck of the vessel.,False,False
19,A,6.0,c,,,c. A shutoff valve shall be installed at the engine end of the fuel line unless the length of the supply pipe is 6 ft (1.8 m) or less.,False,False
19,A,6.0,d,,,d. All carburetors on gasoline engines shall be equipped with a backfire trap or flame arrestor.,False,False
19,A,6.0,e,,,"e. All carburetors, except down-draft type, shall be provided with a drip pan, with flame screen, that is continuously emptied by suction from the intake manifold or by a waste tank.",False,False
19,A,6.0,f,,,"f. Fuel and lubricant containers and tanks shall be diked, curbed or controlled by other means complying with USCG requirements to contain the tank contents in case of leakage in accordance with 46 CFR 98.30-15, and 33 CFR 155.320.",False,False
19,A,6.0,g,,,"g. Fuel oil transfers for floating plant shall be in accordance with the provisions of USCG regulations, 33 CFR 155, and/or 33 CFR 156. For uninspected vessels, USCG regulations in 33 CFR 156.120 and 33 CFR 155.320 for fuel coupling devices and fuel oil discharge containment apply.",False,False
